药物id,对照组索引,x_6索引,x_24索引,剂量大小
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,DOS042_A549_24H_X1_F3B5_DUO52HI53LO:J05-1,CPC015_A549_6H_X1.L2_F2B5_DUO52HI53LO:I08-1,CPC015_A549_24H_X3_F1B6_DUO52HI53LO:I08-1,10.0
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,CPC015_A549_6H_X2.L2_F2B5_DUO52HI53LO:A17-1,CPC014_A549_6H_X3_F1B3_DUO52HI53LO:A04-1,HOG001_A549_24H_X3_F1B10:L14-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,CPC008_HEPG2_6H_X3_B4_DUO52HI53LO:A17-1,CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:B03-1,PCLB002_HEPG2_24H_X2_B13:I19-1,10.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,DOSBIO001_HT29_24H_X1_B11:O01-1,CPC013_HT29_6H_X1_B4_DUO52HI53LO:A03-1,DOSBIO002_HT29_24H_X3_B11:I15-1,10.0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,HOG002_MCF7_6H_X3_F1B10:I02-1,CPC015_MCF7_6H_X1_B4_DUO52HI53LO:B15-1,CPC015_MCF7_24H_X1_B4_DUO52HI53LO:B15-1,10.0
Cc1ccc(O)c(N=Nc2ccccc2)n1,DEB001_MCF7_24H_X5_F1B6_DUO52HI53LO:O01-1,CPC016_MCF7_6H_X2_B4_DUO52HI53LO:D19-1,CPC016_MCF7_24H_X5_B5_DUO52HI53LO:D19-1,10.0
CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1,DOS032_MCF7_24H_X1_F2B4_DUO52HI53LO:L15-1,CPC013_MCF7_6H_X2_B3_DUO52HI53LO:A21-1,PCLB002_MCF7_24H_X2_B13:M07-1,10.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,PRISM001_MCF7_24H_X1_B7_DUO52HI53LO:N24-1,CPC014_MCF7_6H_X1_B4_DUO52HI53LO:A03-1,CPC019_MCF7_24H_X2_F1B4_DUO52HI53LO:A03-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,REP.A004_MCF7_24H_X1_B27:J15-2,CPC016_MCF7_6H_X1_B4_DUO52HI53LO:B04-1,HOG002_MCF7_24H_X2_B10:N14-1,10.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,MUC.CP002_MCF7_6H_X2_B7_DUO52HI53LO:N17-1,CPD001_MCF7_6H_X1.A2_B6_DUO52HI53LO:O04-1,CPC015_MCF7_24H_X5_F1B5_DUO52HI53LO:G19-1,10.0
[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccccc1,CPC016_NEU_24H_X2_B7_DUO52HI53LO:M10-1,NMH002_NEU_6H_X3_B6_DUO52HI53LO:O14-1,CPC016_NEU_24H_X2_B7_DUO52HI53LO:B05-1,10.0
CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/CO,LJP008_NEU_24H_X1_B21:J15-2,NMH002_NEU_6H_X3_B6_DUO52HI53LO:O15-1,CPC014_NEU_24H_X4_B7_DUO52HI53LO:F23-1,10.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,NMH001_NEU_6H_X3.L2_B6_DUO52HI53LO:M09-1,NMH001_NEU_6H_X1_B6_DUO52HI53LO:A03-1,CPC016_NEU_24H_X4_B7_DUO52HI53LO:A03-1,10.0
ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23,CPC018_NPC_24H_X2_B7_DUO52HI53LO:I15-1,NMH002_NPC_6H_X3_B6_DUO52HI53LO:F16-1,CPC015_NPC_24H_X1_B7_DUO52HI53LO:B08-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,LJP008_NPC_24H_X2_B21:N22-2,NMH001_NPC_6H_X2.L2_B6_DUO52HI53LO:B04-1,CPC013_NPC_24H_X1_B7_DUO52HI53LO:B04-1,10.0
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,LJP007_NPC_24H_X3.A2_B21:F07-2,NMH002_NPC_6H_X1_B6_DUO52HI53LO:A04-1,CPC014_NPC_24H_X2_B7_DUO52HI53LO:A04-1,10.0
Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)cc2o1,REP.A009_PC3_24H_X2_B24:A06-2,CPC014_PC3_6H_X1_B4_DUO52HI53LO:L06-1,CPC014_PC3_24H_X2_B5_DUO52HI53LO:L06-1,10.0
Oc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O,ERG015_PC3_24H_X3_B11_DUO52HI53LO:O01-1,CPC014_PC3_6H_X2_B4_DUO52HI53LO:N01-1,CPC014_PC3_24H_X2_B5_DUO52HI53LO:N01-1,10.0
Cc1c(N=Cc2cc(Br)cc(Br)c2O)cccc1C(=O)O,DOS050_PC3_24H_X1_F2B3_DUO52HI53LO:G19-1,CPC014_PC3_6H_X4_B5_DUO52HI53LO:A20-1,CPC014_PC3_24H_X4_B5_DUO52HI53LO:K14-1,10.0
CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O,REP.A026_PC3_24H_X3.A2_B27:B04-2,CPC013_PC3_6H_X5_B5_DUO52HI53LO:I01-1,CPC013_PC3_24H_X1_B5_DUO52HI53LO:I01-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,REP.A016_PC3_24H_X3_B23:J18-2,ERG014_PC3_6H_X1_B10_DUO52HI53LO:K03-1,CPC014_PC3_24H_X4_B5_DUO52HI53LO:B03-1,10.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,CPC014_PHH_24H_X2_B7_DUO52HI53LO:M10-1,CVD001_PHH_6H_X3_F1B3_DUO52HI53LO:A03-1,CPC015_PHH_24H_X2_B7_DUO52HI53LO:A03-1,10.0
CNc1nc(N)c([N+](=O)[O-])c(Nc2cccc(Cl)c2)n1,DOS023_VCAP_6H_X3_F1B6_DUO52HI53LO:I06-1,CPC013_VCAP_6H_X5_B5_DUO52HI53LO:O19-1,CPC013_VCAP_24H_X3_B5_DUO52HI53LO:O19-1,10.0
Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1,DOS003_VCAP_24H_X3_B3_DUO52HI53LO:H20-1,CPC013_VCAP_6H_X3_F1B3_DUO52HI53LO:C23-1,CPC013_VCAP_24H_X2_F1B5_DUO52HI53LO:C23-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,ERG003_VCAP_6H_X1_B1_DUO44HI45LO:B20-1,CPC013_VCAP_6H_X5_B5_DUO52HI53LO:B04-1,ERG004_VCAP_24H_X1_B1_DUO45HI44LO:M20-1,10.0
CC(C)CC(NC(=O)OCC1c2ccccc2-c3ccccc13)C(=O)O,CPC013_A549_24H_X3_F1B6_DUO52HI53LO:N10-1,CPC017_A549_6H_X2_F1B4_DUO52HI53LO:D16-1,CPC017_A549_24H_X2_F1B6_DUO52HI53LO:D16-1,10.0
Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1,PCLB001_A549_6H_X2.L2_F1B11:P05-1,CPC020_A549_6H_X1.L2_F2B5_DUO52HI53LO:H08-1,CPC017_A549_24H_X2_F1B6_DUO52HI53LO:K18-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,DOS060_A549_24H_X1_F3B4_DUO52HI53LO:M14-1,CPC019_A549_6H_X3_F1B3_DUO52HI53LO:B04-1,CPC019_A549_24H_X3_F1B6_DUO52HI53LO:B04-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,CPC012_HT29_6H_X2_B3_DUO52HI53LO:I16-1,CPC018_HT29_6H_X2_B4_DUO52HI53LO:B04-1,DOS047_HT29_24H_X1_F2B3_DUO52HI53LO:B04-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,LJP008_HT29_24H_X1_B20:J16-2,CPC020_HT29_6H_X4_B5_DUO52HI53LO:B04-1,DOS049_HT29_24H_X3_F3B4_DUO52HI53LO:B04-1,10.0
N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(\N)Sc1ccccc1N,HOG003_MCF7_6H_X3_F1B10:F01-1,CPC018_MCF7_6H_X3_B4_DUO52HI53LO:F24-1,CPC018_MCF7_24H_X1_B4_DUO52HI53LO:F24-1,10.0
NC(=O)c1cnccn1,MUC.CP006_MCF7_6H_X3_B7_DUO52HI53LO:H15-1,CPC020_MCF7_6H_X5_F1B5_DUO52HI53LO:P04-1,CPD002_MCF7_24H_X1_B6_DUO52HI53LO:G10-1,10.0
Cn1c2nc[nH]c2c(=O)n(C)c1=O,MUC.CP003_MCF7_6H_X3_B7_DUO52HI53LO:P01-1,CPC020_MCF7_6H_X5_F1B5_DUO52HI53LO:O06-1,CPD003_MCF7_24H_X1_B6_DUO52HI53LO:O07-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,DOS056_MCF7_24H_X1_F2B3_DUO52HI53LO:E17-1,CPC017_MCF7_6H_X1_B4_DUO52HI53LO:B04-1,CPC017_MCF7_24H_X1_B4_DUO52HI53LO:B04-1,10.0
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,DOS049_MCF7_24H_X3_F3B4_DUO52HI53LO:F10-1,CPD002_MCF7_6H_X3_B6_DUO52HI53LO:P02-1,CPC017_MCF7_24H_X5_B5_DUO52HI53LO:C05-1,10.0
OC(=O)CNC(=O)C(CS)Cc1ccccc1,HOG002_MCF7_6H_X3_F1B10:C23-1,CPD002_MCF7_6H_X3_B6_DUO52HI53LO:P07-1,CPD002_MCF7_24H_X2_B6_DUO52HI53LO:P07-1,10.0
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,CPC016_NPC_24H_X1_B7_DUO52HI53LO:N10-1,NMH002_NPC_6H_X2_B6_DUO52HI53LO:A04-1,CPC018_NPC_24H_X3_B7_DUO52HI53LO:A04-1,10.0
CCOC(=O)CSC1=NC(=O)/C(=C\c2ccc(Cl)cc2)/S1,PCLB002_PC3_24H_X3_B13:B05-1,CPC019_PC3_6H_X4_F1B4_DUO52HI53LO:N15-1,CPC019_PC3_24H_X4_B5_DUO52HI53LO:N11-1,10.0
COc1ccc(\C=C\C(=O)NC2=NCCS2)c(OC)c1,CPC008_PC3_6H_X2_B3_DUO52HI53LO:A17-1,CPC019_PC3_6H_X3_B4_DUO52HI53LO:J17-1,CPC019_PC3_24H_X3_F1B4_DUO52HI53LO:J17-1,10.0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3c(NC(=O)c4ccncc4)cccc3C1=O,ASG001_PC3_24H_X5_B7_DUO52HI53LO:P06-1,CPC019_PC3_6H_X3_B4_DUO52HI53LO:I13-1,CPC019_PC3_24H_X1_B5_DUO52HI53LO:I13-1,10.0
C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)Oc3c(NC(=O)c4nc5ccccc5s4)cccc3C1=O,ERG012_PC3_6H_X3.A2_B7_DUO52HI53LO:P01-1,CPC019_PC3_6H_X5_F1B4_DUO52HI53LO:K09-1,CPC019_PC3_24H_X5_B5_DUO52HI53LO:K09-1,10.0
CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,CPC011_PC3_24H_X1_B3_DUO52HI53LO:N02-1,CPC020_PC3_6H_X1_B4_DUO52HI53LO:P07-1,CPC020_PC3_24H_X1_B5_DUO52HI53LO:P07-1,10.0
CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(O)=O,DOS047_PC3_24H_X2_F2B4_DUO52HI53LO:E09-1,CPC020_PC3_6H_X1_B4_DUO52HI53LO:B24-1,CPC020_PC3_24H_X4_B5_DUO52HI53LO:H04-1,10.0
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,HDAC002_PC3_6H_X2_B7_DUO52HI53LO:O01-1,CPD002_PC3_6H_X1_B6_DUO52HI53LO:O10-1,CPC020_PC3_24H_X3_B5_DUO52HI53LO:O18-1,10.0
Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1,CPC015_PHH_24H_X2_B7_DUO52HI53LO:F05-1,CVD001_PHH_6H_X2_F1B3_DUO52HI53LO:E19-1,CPC018_PHH_24H_X1_B7_DUO52HI53LO:O10-1,10.0
CC[C@]1(O)CCC2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]12CC,ERG015_VCAP_24H_X3_B10_DUO52HI53LO:G15-1,CPC020_VCAP_6H_X2_B4_DUO52HI53LO:I12-1,CPC020_VCAP_24H_X4_B5_DUO52HI53LO:I12-1,10.0
C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCC(F)(F)F)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O,DOS014_VCAP_24H_X1_B2_DUO53HI52LO:H03-1,CPC019_VCAP_6H_X2_B4_DUO52HI53LO:F16-1,CPC019_VCAP_24H_X4_F1B5_DUO52HI53LO:F16-1,10.0
CCn1cc(NC(=S)Nc2cc(Cl)ccc2OC)c(n1)C(=O)N,CPC019_VCAP_6H_X3_F1B3_DUO52HI53LO:F06-1,CPC020_VCAP_6H_X1_F1B3_DUO52HI53LO:G24-1,CPC020_VCAP_24H_X1_F1B5_DUO52HI53LO:G24-1,10.0
CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)c3ccccc3)C4C5(COC5CC(O)C4(C)C1=O)OC(=O)C)C2(C)C)OC(=O)C(O)C(NC(=O)c6ccccc6)c7ccccc7,CPC019_HA1E_6H_X3_B4_DUO52HI53LO:A17-1,CRCGN001_HA1E_6H_X2_F1B4_DUO52HI53LO:M07-1,CRCGN004_HA1E_24H_X7_F1B7_DUO52HI53LO:M07-1,10.0
COc1ccc(\C=C\C(=O)Nc2ccccc2C(O)=O)cc1OC,HDAC002_HA1E_6H_X4_B7_DUO52HI53LO:J01-1,CRCGN001_HA1E_6H_X1_F1B4_DUO52HI53LO:H10-1,CRCGN004_HA1E_24H_X6_F1B7_DUO52HI53LO:O16-1,10.0
CCOC(N)=O,REP.A012_HA1E_24H_X2_B22:J15-2,CRCGN001_HA1E_6H_X1_F1B4_DUO52HI53LO:G11-1,CRCGN004_HA1E_24H_X8_F1B7_DUO52HI53LO:L17-1,21.1
CCCC(=O)Nc1ncnc2n(cnc12)C3OC4COP(=O)(O)OC4C3OC(=O)CCC,LJP009_HEPG2_24H_X1_B20:J18-2,CVD001_HEPG2_6H_X2_F1B3_DUO52HI53LO:F11-1,CVD001_HEPG2_24H_X1_F1B3_DUO52HI53LO:F11-1,2.5
CC(C)(C)c1ccc(OCCCn2c(=O)sc3ccccc23)cc1,LJP006_HEPG2_24H_X2_B19:B04-2,CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:I01-1,CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:I01-1,10.0
OC[C@H]1[C@H]([C@H](C#N)N1C(=O)Cc1ccncc1)c1ccc(cc1)C#Cc1ccc(F)cc1,LJP007_HEPG2_24H_X3_B20:J17-2,CVD001_HEPG2_6H_X1_F1B3_DUO52HI53LO:C12-1,CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:C12-1,10.146
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ncc(cc3C1=O)c4ccc(C#N)cc4,CPC006_HEPG2_6H_X1.L2_F1B6_DUO52HI53LO:M09-1,CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:I05-1,CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:I05-1,10.0824
CN1[C@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cnccn3)cc2C1=O,LJP005_HEPG2_24H_X1_B19:J17-2,CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:H08-1,CVD001_HEPG2_24H_X2_F1B3_DUO52HI53LO:H08-1,2.5066
CC(=O)OC[C@@]12CCC(=CC2O[C@@H]3[C@H](O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@]1(C)C53CO5)C,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:I22-1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:L21-1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:L21-1,2.5
CCCNC(=O)N1[C@@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)-c1ccccc1F,CVD001_HUH7_24H_X3_F1B3_DUO52HI53LO:F06-1,CVD001_HUH7_6H_X3_F1B3_DUO52HI53LO:C01-1,CVD001_HUH7_24H_X3_F1B3_DUO52HI53LO:C01-1,10.2293
CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:K16-1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:N03-1,CVD001_HUH7_24H_X3_F1B3_DUO52HI53LO:N03-1,12.5
Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:I16-1,CVD001_HUH7_6H_X2_F1B3_DUO52HI53LO:A09-1,CVD001_HUH7_24H_X2_F1B3_DUO52HI53LO:A09-1,10.0
Cc1ccc(C=C2CNCC(=Cc3ccc(C)cc3)C2=O)cc1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:L14-1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:F19-1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:F19-1,2.5
O[C@H]1COC[C@@H]2O[C@@H](CC(=O)N3CCc4ccccc4C3)CC[C@H]2N(Cc2ccc(Oc3ccccc3)cc2)C1,CVD001_HUH7_24H_X3_F1B3_DUO52HI53LO:I18-1,CVD001_HUH7_6H_X3_F1B3_DUO52HI53LO:L09-1,CVD001_HUH7_24H_X3_F1B3_DUO52HI53LO:L09-1,2.5548
CCc1cnc(s1)N1[C@H](CO)[C@H]([C@H]1C#N)c1ccc(cc1)C1=CCCCC1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:J08-1,CVD001_HUH7_6H_X2_F1B3_DUO52HI53LO:G20-1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:G20-1,9.9355
Nc1ccc(cc1)-c1nc2ccc(cc2[nH]1)-c1nc2ccc(N)cc2[nH]1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:K14-1,CVD001_HUH7_6H_X3_F1B3_DUO52HI53LO:N01-1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:N01-1,2.5
CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)c3cc(C)on3)cc2C1=O,CVD001_HUH7_6H_X2_F1B3_DUO52HI53LO:O10-1,CVD001_HUH7_6H_X2_F1B3_DUO52HI53LO:O19-1,CVD001_HUH7_24H_X2_F1B3_DUO52HI53LO:O19-1,9.1889
Cc1cccc(C=Cc2ccccc2)n1,CVD001_HUH7_24H_X3_F1B3_DUO52HI53LO:N14-1,CVD001_HUH7_6H_X3_F1B3_DUO52HI53LO:M19-1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:M19-1,10.0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ncc(cc3C1=O)c4ccc(C#N)cc4,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:L20-1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:I05-1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:I05-1,10.0824
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(O)=O)-c1ccccc1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:K14-1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:E09-1,CVD001_HUH7_24H_X2_F1B3_DUO52HI53LO:E09-1,10.0
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(O)=O)-c1ccccc1,CVD001_HUH7_6H_X2_F1B3_DUO52HI53LO:O16-1,CVD001_HUH7_6H_X1_F1B3_DUO52HI53LO:F09-1,CVD001_HUH7_24H_X3_F1B3_DUO52HI53LO:F09-1,2.5
COCC1OC(=O)c2coc3c2C1(C)C1=C(C2CCC(=O)C2(C)CC1OC(C)=O)C3=O,CVD001_HUH7_6H_X3_F1B3_DUO52HI53LO:N12-1,CVD001_HUH7_6H_X2_F1B3_DUO52HI53LO:A04-1,CVD001_HUH7_24H_X1_F1B3_DUO52HI53LO:A04-1,10.0
Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O,REP.A008_MCF7_24H_X2_B24:A03-2,DEB001_MCF7_6H_X2_F1B6_DUO52HI53LO:L18-1,DEB001_MCF7_24H_X1_F1B6_DUO52HI53LO:B18-1,25.0
COC1CC(C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O,LJP008_PC3_24H_X1_B20:N23-2,DEB001_PC3_6H_X1_F1B6_DUO52HI53LO:C20-1,ERG012_PC3_24H_X1_B7_DUO52HI53LO:I15-1,10.0
ONC(=O)CCCCCCC(=O)Nc1ccccc1,CPC006_PC3_24H_X3_F1B3_DUO52HI53LO:J15-1,ERG014_PC3_6H_X1_B10_DUO52HI53LO:M09-1,CPD002_PC3_24H_X2_B6_DUO52HI53LO:B04-1,10.0
COc1cc2OCOc2cc1c3coc4c5C=CC(C)(C)Oc5c(OC)cc4c3=O,CPC017_PHH_24H_X3_B7_DUO52HI53LO:B18-1,CVD001_PHH_6H_X2_F1B3_DUO52HI53LO:P03-1,CVD001_PHH_24H_X2_F1B3_DUO52HI53LO:P03-1,2.5
CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OC[C@@H](C)N(C)C[C@H]1C,CVD001_PHH_6H_X3_F1B3_DUO52HI53LO:M22-1,CVD001_PHH_6H_X1_F1B3_DUO52HI53LO:C05-1,CVD001_PHH_24H_X3_F1B3_DUO52HI53LO:C05-1,9.9806
CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O,CVD001_PHH_6H_X3_F1B3_DUO52HI53LO:L08-1,CVD001_PHH_6H_X1_F1B3_DUO52HI53LO:I09-1,CVD001_PHH_24H_X3_F1B3_DUO52HI53LO:I09-1,10.3068
CN(C)c1ccc2O[C@H]3[C@H](C[C@H](CC(=O)NCc4ccc(Oc5ccccc5)cc4)O[C@@H]3CO)c2c1,CVD001_PHH_24H_X2_F1B3_DUO52HI53LO:M09-1,CVD001_PHH_6H_X2_F1B3_DUO52HI53LO:C07-1,CVD001_PHH_24H_X1_F1B3_DUO52HI53LO:C07-1,10.0929
CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)c3cc(C)on3)cc2C1=O,CVD001_PHH_6H_X2_F1B3_DUO52HI53LO:O18-1,CVD001_PHH_6H_X3_F1B3_DUO52HI53LO:O19-1,CVD001_PHH_24H_X3_F1B3_DUO52HI53LO:O19-1,9.1889
COc1ccc(NC(=O)N(C)C[C@@H]2Oc3ccc(cc3CC(=O)N(C[C@@H]2C)[C@@H](C)CO)N(C)C)cc1,CPC011_VCAP_6H_X1_B5_DUO52HI53LO:K02-1,DOS002_VCAP_6H_X2_B3_DUO52HI53LO:F05-1,DOS002_VCAP_24H_X3_B3_DUO52HI53LO:F05-1,4.97
CC12CCC3C(C2CCC1O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34,ERG016_VCAP_24H_X2.A2_B12:O02-1,DOS001_VCAP_6H_X1_B3_DUO52HI53LO:K07-1,DOS001_VCAP_24H_X3_B3_DUO52HI53LO:K07-1,10.0
COC1CC(CC(C)C2CC(=O)C(C)\C=C(C)\C(O)C(OC)C(=O)C(C)CC(C)\C=C\C=C\C=C(C)\C(CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1O,CPC001_VCAP_6H_X1.A2_F1B5_DUO52HI53LO:E05-1,DOS003_VCAP_6H_X3_B3_DUO52HI53LO:M13-1,DOS002_VCAP_24H_X1_B2_DUO52HI53LO:M13-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,DOS005_VCAP_6H_X2_B3_DUO52HI53LO:C15-1,DOS005_VCAP_6H_X2_B3_DUO52HI53LO:E10-1,ERG017_VCAP_24H_X2.A2_B12:G15-1,10.0
CC12CCC3C(C2CCC1O)C(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34,CPC011_VCAP_6H_X3_B5_DUO52HI53LO:P02-1,DOS008_VCAP_6H_X5_F1B6_DUO52HI53LO:K07-1,DOS007_VCAP_24H_X2_B2_DUO53HI52LO:K07-1,10.0
CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,CPC012_VCAP_24H_X5_B5_DUO52HI53LO:J15-1,DOS009_VCAP_6H_X1_B3_DUO52HI53LO:K15-1,DOS004_VCAP_24H_X3_B3_DUO52HI53LO:K15-1,10.0
C[C@@H]([C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]45[C@@H](O)C=CC(=O)[C@]5(C)[C@H]3CC[C@]12C)[C@H]6CC(=C(CO)C(=O)O6)C,CPC009_VCAP_6H_X4_B5_DUO52HI53LO:N10-1,DOS023_VCAP_6H_X3_F1B6_DUO52HI53LO:C16-1,DOS001_VCAP_24H_X3_B3_DUO52HI53LO:C16-1,10.0
COc1ccc(CN(C)C[C@@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1,ERG012_VCAP_24H_X1_B7_DUO52HI53LO:B05-1,DOS030_VCAP_6H_X3_F1B6_DUO52HI53LO:P17-1,DOS030_VCAP_24H_X1_B2_DUO53HI52LO:P17-1,5.08
